Titre original,Note press,Notes spectateur,id allocine,Box office,date,duree_minutes,Nombre_de_critiques_presse,Nombre_de_notes_spectateurs,Nombre_de_critiques_spectateurs
Madtown,,2.4,254027,,2020-10-09,120.0,,59.0,8.0
Saltwater: Atomic Shark,,1.4,263961,,2020-01-14,90.0,,31.0,7.0
Te Ata,2.2,3.9,258188,1341.0,2019-07-17,101.0,5.0,15.0,6.0
Buster's Mal Heart,,2.4,242419,,2020-04-28,96.0,,117.0,11.0
The Eyes Of My Mother,,2.5,243444,,2023-03-17,76.0,,31.0,9.0
Who Gets the Dog ?,,2.1,250460,,2018-12-12,95.0,,49.0,5.0
The Late Bloomer,,2.1,240487,,2020-11-07,90.0,,127.0,10.0
Code of Honor,,1.9,246216,,2016-06-24,106.0,,58.0,11.0
Mascots,,2.1,249168,,2022-10-24,89.0,,38.0,7.0
Batman: Bad Blood,,3.6,241754,,2016-01-19,70.0,,239.0,18.0
Honey 3: Dare to Dance,,2.5,248215,,2016-11-18,97.0,,93.0,5.0
The Persian Connection,,2.0,245842,,2018-06-25,103.0,,20.0,5.0
Planet of the Sharks,,1.2,249947,,2023-01-16,85.0,,41.0,6.0
Money,,2.0,248484,,2017-10-13,88.0,,60.0,9.0
The Drowning,,2.1,251280,,2021-08-24,95.0,,54.0,13.0
Opening Night,,2.2,233482,,2020-04-28,90.0,,26.0,7.0
Lowriders,,2.8,232730,2403885.0,2017-09-19,99.0,,42.0,5.0
Officer Downe,,1.8,222813,,2017-03-07,103.0,,38.0,7.0
Bottom Of The World,,2.2,231233,,2019-04-18,,,37.0,8.0
Justice League vs. Teen Titans,,3.6,244461,,2016-04-13,86.0,,120.0,9.0
The Transfiguration,3.1,2.9,246692,1668.0,2017-07-26,97.0,14.0,94.0,19.0
Hurricane Bianca,,3.0,250109,,2017-08-19,,,56.0,11.0
Equity,,2.1,237285,,2016-12-12,104.0,,37.0,6.0
Revengeance,3.5,3.2,246629,1370.0,2017-04-05,71.0,14.0,53.0,5.0
Vincent-N-Roxxy,,2.1,232734,,2017-12-13,110.0,,93.0,13.0
Be Somebody,,3.0,247130,,2016-02-01,88.0,,39.0,5.0
Batman: Return of The Caped Crusaders,,2.6,249563,,2016-11-02,78.0,,61.0,8.0
N.O.L.A Circus,1.8,2.8,247587,354.0,2016-09-28,85.0,6.0,37.0,16.0
Heaven Sent,,3.4,259916,,,90.0,,36.0,7.0
The Belko Experiment,,2.7,237193,7648935.0,,88.0,,451.0,51.0
Mr. Church,,4.0,232437,,,106.0,,128.0,10.0
Martyrs,,1.9,188000,,,84.0,,86.0,6.0
The Love Witch,,3.6,249294,,,120.0,,65.0,9.0
SiREN,,2.5,251395,,,82.0,,16.0,5.0
The Whole Truth,,2.7,226890,,,94.0,,223.0,27.0
Skiptrace,,2.5,221336,,,111.0,,365.0,26.0
The Thinning,,3.4,243579,,,90.0,,71.0,8.0
Rampage 3 : President Down,,3.0,238429,,,,,72.0,8.0
Porto,,2.9,247512,,,74.0,,16.0,5.0
The Crucifixion,,2.0,232947,,,90.0,,139.0,12.0
Barbershop: The Next Cut,,2.7,227988,51349157.0,,112.0,,178.0,7.0
Blue Mountain State: The Rise of Thadland,,2.6,244447,,,90.0,,111.0,6.0
End Of A Gun,,1.6,244253,,,87.0,,47.0,8.0
Hot Bot,,1.4,249989,,,93.0,,79.0,9.0
Dead Rising: Endgame,,1.8,245256,,,96.0,,131.0,15.0
Mothers And Daughters,,2.4,245398,,,90.0,,20.0,5.0
Wolves At The Door,,1.5,237775,,,73.0,,124.0,21.0
Interrogation,,2.3,248864,,,86.0,,23.0,7.0
Dead Awake,,2.2,240056,,,99.0,,19.0,5.0
Teenage Cocktail,,2.2,245924,,,88.0,,83.0,9.0
Beyond the Gates,,2.3,248000,,,84.0,,14.0,5.0
Get Out,4.0,4.0,241160,167547880.0,2017-05-03,104.0,26.0,25021.0,1159.0
xXx : Return of Xander Cage,2.3,2.2,139202,40200366.0,2017-01-18,107.0,12.0,3554.0,281.0
Hostiles,4.0,4.1,245241,11958534.0,2018-03-14,134.0,26.0,6767.0,611.0
Coco,4.1,4.5,206775,191925612.0,2017-11-15,105.0,31.0,35166.0,1259.0
Jungle,,3.7,107637,,2018-01-02,115.0,,1263.0,91.0
Call Me By Your Name,4.2,4.2,252439,333578.0,2018-02-28,131.0,35.0,10393.0,626.0
Blade Runner 2049,3.6,3.8,197686,88051760.0,2017-10-04,164.0,43.0,23171.0,1436.0
John Wick: Chapter Two,3.1,3.8,235341,89790804.0,2017-02-22,123.0,11.0,8304.0,452.0
It,3.3,3.6,144685,323868540.0,2017-09-20,132.0,32.0,22145.0,1228.0
The Shape of Water,4.1,3.8,246009,49942946.0,2018-02-21,123.0,37.0,20404.0,1100.0
Dunkirk,4.1,3.9,240850,185148101.0,2017-07-19,107.0,25.0,31480.0,1760.0
War For The Planet Of The Apes,3.7,4.0,226244,130449389.0,2017-08-02,140.0,29.0,24691.0,955.0
Wind River,3.5,4.0,244382,31645630.0,2017-08-30,107.0,23.0,5949.0,406.0
Beauty And The Beast,3.1,3.8,228322,497924628.0,2017-03-22,129.0,23.0,11544.0,803.0
All The Money In The World,2.9,3.4,254521,20153135.0,2017-12-27,133.0,18.0,2498.0,218.0
Murder on the Orient Express,2.8,3.3,225870,97310249.0,2017-12-13,109.0,24.0,9804.0,705.0
King Arthur: Legend Of The Sword,2.7,3.3,178855,37176629.0,2017-05-17,126.0,19.0,8449.0,668.0
Life,3.3,3.5,244761,22369239.0,2017-04-19,104.0,23.0,9508.0,812.0
American Made,2.9,3.7,227043,45473385.0,2017-09-13,115.0,28.0,5659.0,313.0
The Greatest Showman,2.7,4.2,170828,164644800.0,2018-01-24,104.0,25.0,10960.0,921.0
Alien: Covenant,3.2,2.8,208314,71238791.0,2017-05-10,122.0,29.0,11519.0,1189.0
What Happened to Monday?,3.0,3.8,200686,1862681.0,2017-08-30,124.0,13.0,21802.0,1068.0
Kong: Skull Island,3.0,3.2,170399,161246181.0,2017-03-08,119.0,26.0,10242.0,753.0
The Star,,3.7,248582,32311133.0,2017-11-15,87.0,,476.0,46.0
Gifted,2.6,4.2,240263,19209332.0,2017-09-13,101.0,19.0,4112.0,239.0
Justice League,2.1,2.7,126527,219595572.0,2017-11-15,120.0,18.0,20457.0,1043.0
Baby Driver,3.7,3.9,230453,91967206.0,2017-07-19,113.0,21.0,13671.0,732.0
Phantom Thread,4.3,3.8,247980,374935.0,2018-02-14,131.0,34.0,5372.0,299.0
"I, Tonya",3.5,4.0,246064,148151.0,2018-02-21,120.0,32.0,4256.0,274.0
You Were Never Really Here,3.3,2.9,247450,164949.0,2017-11-08,90.0,35.0,2882.0,244.0
Mother!,2.8,2.8,241747,16310224.0,2017-09-13,122.0,25.0,5963.0,829.0
"Roman J. Israel, Esq.",2.5,3.2,249766,6201114.0,2018-03-14,123.0,10.0,1040.0,77.0
Kingsman: The Golden Circle,3.1,3.8,237561,94580239.0,2017-10-11,141.0,31.0,12927.0,680.0
Jumanji: Welcome to the Jungle,2.6,3.5,210318,397250264.0,2017-12-20,119.0,19.0,11616.0,799.0
The Wall,3.1,3.0,246247,77822.0,2017-06-07,88.0,19.0,1567.0,150.0
Papillon,2.5,3.7,241608,66526.0,2018-08-15,117.0,6.0,1846.0,108.0
Lady Bird,3.8,3.6,32941,25968628.0,2018-02-28,95.0,34.0,5033.0,290.0
Transformers: The Last Knight,2.3,2.3,198592,124952206.0,2017-06-28,149.0,18.0,5894.0,507.0
Geostorm,2.0,2.2,228321,31720572.0,2017-11-01,109.0,4.0,3653.0,370.0
The Fate of the Furious,3.1,3.6,221541,222542930.0,2017-04-12,136.0,21.0,9549.0,549.0
Jigsaw,1.7,2.6,181102,36462005.0,2017-11-01,92.0,3.0,3156.0,283.0
The Upside,,2.8,205727,99707367.0,2019-04-18,126.0,,622.0,60.0
"Three Billboards Outside Ebbing, Missouri",3.9,4.2,245010,13537057.0,2018-01-17,116.0,35.0,15246.0,805.0
Wonder,3.0,4.2,232132,109083015.0,2017-12-20,111.0,25.0,7586.0,370.0
Wonder Woman,3.1,3.7,173720,395244373.0,2017-06-07,141.0,19.0,29773.0,1076.0
The Exception,,3.6,237848,,2017-11-30,107.0,,248.0,21.0
Downsizing,3.2,2.1,232910,17178365.0,2018-01-10,136.0,36.0,5657.0,732.0
The Mummy,2.3,2.4,207060,74730235.0,2017-06-14,111.0,20.0,7718.0,610.0
Going In Style,3.0,3.3,233405,40536301.0,2017-05-03,96.0,19.0,3142.0,210.0
Spider-Man: Homecoming,3.5,3.5,209778,330245988.0,2017-07-12,133.0,26.0,27907.0,997.0
A Cure For Wellness,3.2,3.2,232128,4356941.0,2017-02-15,147.0,19.0,4121.0,394.0
Pirates of the Caribbean: Dead Men Tell No Tales,2.8,3.4,189525,165581133.0,2017-05-24,129.0,19.0,27388.0,898.0
Valerian and the City of a Thousand Planets,3.0,3.3,237821,30186232.0,2017-07-26,137.0,31.0,29730.0,2258.0
Every Day,,3.5,256956,5243158.0,2020-12-31,98.0,,288.0,15.0
Star Wars: The Last Jedi,3.6,3.0,215099,604273911.0,2017-12-13,152.0,40.0,39570.0,4575.0
Ghost In The Shell,3.0,3.3,226739,31573450.0,2017-03-29,107.0,26.0,9216.0,720.0
Okja,4.1,3.9,241477,,2020-04-10,118.0,14.0,8783.0,265.0
Baywatch,1.8,2.6,89997,51113342.0,2017-06-21,117.0,15.0,6940.0,405.0
The Dark Tower,2.4,2.4,146417,41673047.0,2017-08-09,95.0,11.0,4246.0,343.0
HHhH,3.0,3.7,237734,242999.0,2017-06-07,120.0,26.0,4499.0,298.0
Logan,3.9,4.1,225116,218057408.0,2017-03-01,137.0,26.0,30925.0,1241.0
The Post,4.2,3.9,254356,76598006.0,2018-01-24,117.0,37.0,7738.0,575.0
Thor: Ragnarok,3.4,3.8,223252,306527536.0,2017-10-25,131.0,26.0,25242.0,848.0
The Circle,2.6,2.6,234164,18943251.0,2017-07-12,110.0,16.0,4534.0,397.0
Guardians of the Galaxy Vol. 2,3.4,4.0,226995,380236369.0,2017-04-26,136.0,27.0,32366.0,997.0
Escape Room,,1.4,251052,,2018-02-14,88.0,,899.0,162.0
The Promise,2.2,3.9,238649,4095718.0,2017-11-29,133.0,14.0,755.0,84.0
The Endless,,2.6,255963,,2019-04-18,116.0,,442.0,51.0
Extortion,,2.8,235436,,2017-09-12,110.0,,154.0,13.0
Security,,2.4,241662,,2017-10-12,88.0,,403.0,48.0
The Boss Baby,3.4,3.3,229678,168982941.0,2017-03-29,98.0,18.0,5641.0,310.0
The Snowman,1.7,2.1,198938,3372565.0,2017-11-29,119.0,19.0,1783.0,194.0
Molly's Game,3.5,3.9,233140,14073138.0,2018-01-03,140.0,33.0,5675.0,353.0
Saban's Power Rangers,2.4,2.7,228784,80563748.0,2017-04-05,124.0,15.0,3620.0,340.0
Fifty Shades Of Grey 2: Fifty Shades Darker,1.5,2.3,209893,112945330.0,2017-02-08,118.0,15.0,6139.0,460.0
Flatliners,1.5,2.2,197082,12504623.0,2017-11-22,110.0,4.0,2293.0,208.0
Gerald's Game,,2.7,228998,,2017-09-29,103.0,,1346.0,115.0
Last Flag Flying,3.2,3.2,249816,7629.0,2018-01-17,124.0,20.0,266.0,28.0
Shot Caller,,3.9,237037,,2017-12-15,121.0,,1094.0,82.0
Cars 3,2.9,3.8,224799,139984315.0,2017-08-02,102.0,21.0,4473.0,256.0
First They Killed My Father,,4.0,239708,,2017-09-15,136.0,,793.0,68.0
Death Note,,1.5,146323,,2020-04-10,101.0,,3068.0,484.0
A Ghost Story,3.5,3.1,252406,52860.0,2017-12-20,92.0,37.0,4232.0,262.0
A Dog's Purpose,2.8,4.0,240013,50829285.0,2017-04-19,101.0,4.0,1582.0,131.0
Mudbound,,3.8,246062,,2021-09-15,134.0,,957.0,41.0
Inconceivable,,1.8,250137,,2017-09-05,110.0,,267.0,31.0
Mad Max: Fury Road - Black & Chrome,,4.2,254108,,2017-11-08,120.0,,396.0,5.0
The Rider,4.2,4.0,255624,94758.0,2018-03-28,104.0,25.0,1524.0,138.0
Ferdinand,3.3,3.8,190653,70466891.0,2017-12-20,109.0,22.0,2384.0,182.0
Time Trap,,2.7,256616,,2020-08-14,87.0,,892.0,159.0
The Mountain Between Us,2.3,3.3,204833,20603873.0,2017-11-08,107.0,12.0,2729.0,251.0
The Current War,,3.6,207197,2633717.0,2020-08-15,104.0,,511.0,31.0
Atomic Blonde,2.9,3.1,237763,42727860.0,2017-08-16,115.0,23.0,5411.0,438.0
Bright,,3.1,245536,,2020-04-10,118.0,,4469.0,357.0
To the Bone,,3.9,245943,,2017-07-15,107.0,,1315.0,65.0
American Assassin,2.3,3.2,194970,31864225.0,2017-09-20,112.0,13.0,2742.0,213.0
All Eyez On Me,,3.2,182423,38599294.0,2016-02-01,140.0,,672.0,40.0
The Glass Castle,2.9,3.8,206619,4678548.0,2017-09-27,128.0,18.0,591.0,50.0
Detroit,4.0,4.1,244774,7641083.0,2017-10-11,134.0,39.0,4810.0,359.0
Good Time,3.7,3.5,239303,120931.0,2017-09-13,101.0,26.0,3351.0,218.0
The Hitman's Bodyguard,2.8,3.7,211671,73356701.0,2017-08-23,118.0,15.0,5552.0,334.0
Annabelle: Creation,2.5,3.4,241900,99711680.0,2017-08-09,110.0,12.0,4345.0,349.0
The Beguiled,3.0,2.6,246234,7412009.0,2017-08-23,93.0,33.0,3013.0,305.0
Sand Castle,,3.3,227735,,2017-07-12,113.0,,503.0,27.0
The Babysitter,,2.7,240942,,2020-04-10,85.0,,1497.0,106.0
Christmas Inheritance,,2.9,260846,,2017-12-15,104.0,,253.0,8.0
Our Souls At Night,,3.6,240960,,2020-04-28,103.0,,317.0,33.0
Battle of the Sexes,3.4,3.6,227278,7839641.0,2017-11-22,122.0,29.0,2042.0,139.0
The Emoji Movie,1.8,1.9,239630,82595374.0,2017-10-18,86.0,11.0,1344.0,124.0
Logan Lucky,3.7,3.5,244869,25072116.0,2017-10-25,118.0,30.0,3830.0,227.0
Dirty Dancing,,1.8,171579,,2017-12-21,135.0,,267.0,69.0
The Florida Project,3.7,3.7,246882,167914.0,2017-12-20,111.0,31.0,2375.0,180.0
The Zookeeper's Wife,,4.0,196414,3349475.0,2017-11-06,127.0,,870.0,46.0
I Don’t Feel At Home In This World Anymore.,,3.3,252143,,2017-02-24,93.0,,678.0,48.0
Disobedience,3.6,3.6,250658,103778.0,2018-06-13,114.0,29.0,995.0,63.0
The Super,,2.0,263434,,2018-12-11,90.0,,174.0,24.0
A Christmas Prince,,3.1,260310,,2020-04-28,92.0,,413.0,11.0
Hot Summer Nights,,3.3,238927,,2019-05-30,108.0,,364.0,20.0
Song To Song,2.9,2.2,196965,83535.0,2017-07-12,128.0,25.0,1240.0,124.0
Rings,1.7,1.6,172648,21321861.0,2017-02-01,102.0,7.0,1546.0,164.0
Kidnap,,2.6,228961,19266106.0,2017-09-14,95.0,,858.0,107.0
"Everything, Everything",2.0,3.2,249823,31739247.0,2017-06-21,96.0,5.0,1777.0,123.0
Churchill,2.6,3.1,247743,61727.0,2017-05-31,105.0,13.0,639.0,61.0
L'Insulte,3.8,4.3,252485,134656.0,2018-01-31,109.0,24.0,1736.0,163.0
47 Meters Down,,2.7,228529,38408818.0,2017-09-28,101.0,,1385.0,156.0
The Disaster Artist,3.7,3.7,227079,13012368.0,2018-03-07,104.0,26.0,2303.0,166.0
Unlocked,3.0,3.1,228197,198002.0,2017-05-31,103.0,7.0,1826.0,185.0
Only the Brave,,3.9,229864,15300542.0,2018-09-13,110.0,,598.0,53.0
Suburbicon,3.0,2.8,109347,2840246.0,2017-12-06,104.0,31.0,2315.0,224.0
Wonder Wheel,3.4,3.3,248372,372660.0,2018-01-31,101.0,34.0,2657.0,256.0
Wish Upon,2.0,2.0,249201,10522081.0,2017-07-26,90.0,3.0,1294.0,155.0
The Discovery,,2.9,242216,,2019-03-21,102.0,,453.0,47.0
The Wizard Of Lies,,3.2,194298,,2017-08-21,133.0,,417.0,33.0
Overdrive,2.2,2.2,199282,383659.0,2017-08-16,93.0,12.0,1569.0,141.0
9/11,,2.0,256704,,2018-09-11,90.0,,214.0,26.0
Despicable Me 3,2.8,3.3,226447,258036510.0,2017-07-05,90.0,27.0,6321.0,359.0
Killing Gunther,,1.5,247260,,2018-05-31,93.0,,334.0,40.0
The Death of Stalin,3.2,3.5,239812,183506.0,2018-04-04,108.0,23.0,1547.0,168.0
Monster Trucks,1.7,2.6,223264,28212248.0,2016-12-21,105.0,7.0,474.0,49.0
First Reformed,,3.4,250138,,2018-09-25,108.0,,331.0,28.0
My Cousin Rachel,2.9,2.9,241276,86575.0,2017-07-26,106.0,20.0,661.0,74.0
The LEGO Ninjago Movie,2.2,2.6,222507,51579113.0,2017-10-11,101.0,11.0,537.0,55.0
Insidious: The Last Key,2.3,2.6,247563,58658320.0,2018-01-03,104.0,7.0,2199.0,196.0
Naked,,2.5,250251,,2020-04-10,96.0,,640.0,47.0
Happy Death Day,3.3,3.3,130104,54908045.0,2017-11-15,97.0,17.0,4552.0,366.0
The Lego Batman Movie,2.7,3.5,232239,170972203.0,2015-11-18,105.0,17.0,2573.0,180.0
Smurfs: The Lost Village,2.7,3.3,207486,40588998.0,2017-04-05,90.0,11.0,1428.0,103.0
The Case for Christ,,3.1,253058,8447704.0,2018-02-28,112.0,,517.0,134.0
War Machine,2.8,2.5,228339,,2020-04-28,122.0,4.0,2950.0,76.0
El Camino Christmas,,2.0,256219,,2017-12-08,89.0,,170.0,14.0
Stronger,2.6,3.6,230249,1611899.0,2018-02-07,119.0,18.0,1334.0,85.0
Mayhem,,2.8,246029,,2018-07-03,86.0,,380.0,40.0
It Comes At Night,3.6,2.3,237947,11124631.0,2017-06-21,92.0,23.0,2140.0,279.0
Wonderstruck,3.7,3.2,242866,115102.0,2017-11-15,117.0,31.0,1012.0,117.0
Victoria And Abdul,3.0,3.8,248315,11233099.0,2017-10-04,112.0,27.0,1265.0,109.0
"Love, Simon",3.2,4.0,250073,32108320.0,2018-06-27,109.0,20.0,3209.0,213.0
Lean On Pete,3.7,3.8,247529,77109.0,2018-04-25,121.0,20.0,608.0,66.0
Black Butterfly,,3.3,197827,,2017-10-30,93.0,,329.0,38.0
Dumplin',,3.1,239584,,2021-09-25,110.0,,515.0,27.0
Mark Felt: The Man Who Brought Down The White House,3.1,2.9,242448,17473.0,2017-11-01,103.0,15.0,621.0,48.0
Armed Response,,1.4,236559,,2016-02-01,97.0,,75.0,11.0
Rough Night,1.6,1.8,243742,16638208.0,2017-08-02,101.0,12.0,1280.0,93.0
Goodbye Christopher Robin,,3.7,246713,,2018-05-09,107.0,,241.0,13.0
Sea Change,,2.9,264438,,2019-10-16,90.0,,66.0,26.0
The Book Of Henry,,3.8,236632,,2017-10-23,105.0,,583.0,47.0
The Wife,,3.6,251830,,2019-01-24,101.0,,118.0,13.0
2:22,,2.5,193420,,2018-03-07,99.0,,380.0,37.0
Vengeance: A Love Story,,2.2,144223,,2017-04-12,99.0,,271.0,35.0
Brawl in Cell Block 99,,3.5,247431,,2018-09-25,132.0,,530.0,59.0
The Meyerowitz Stories (New and Selected),3.3,2.8,245697,,2020-04-28,113.0,6.0,487.0,31.0
Saint Judy,,3.2,256114,,2020-02-06,106.0,,77.0,5.0
S.W.A.T.: Under Siege,,1.9,257409,,2017-07-30,93.0,,167.0,19.0
Bushwick,,2.0,235975,,2021-09-15,98.0,,480.0,65.0
Lucky,3.9,4.0,248853,51045.0,2017-12-13,88.0,22.0,707.0,78.0
I Kill Giants,,2.6,236448,,2018-06-06,106.0,,558.0,58.0
The Space Between Us,,3.5,230726,3775596.0,2017-06-05,121.0,,660.0,51.0
Shimmer Lake,,2.6,243154,,2019-03-21,83.0,,197.0,25.0
Devil's Gate,,1.7,255321,,2018-11-08,94.0,,205.0,32.0
Professor Marston & The Wonder Women,2.6,3.6,250843,1210.0,2018-04-18,108.0,19.0,532.0,39.0
Kodachrome,,3.5,248974,,2021-09-23,100.0,,327.0,22.0
Downrange,,2.4,257889,,2018-07-24,90.0,,397.0,63.0
The Little Hours,,2.8,247093,,2017-11-08,90.0,,104.0,16.0
Leatherface,,1.9,230657,,2018-01-01,85.0,,663.0,92.0
Mom and Dad,,1.7,245064,,2021-09-23,86.0,,584.0,88.0
CHiPS,,2.4,109463,14367366.0,2017-07-20,100.0,,506.0,31.0
Beyond Skyline,,1.9,229158,,2018-02-27,109.0,,474.0,54.0
All I Wish,,2.1,250932,,2019-01-31,94.0,,59.0,6.0
Daddy's Home 2,,2.7,246976,96592806.0,2018-04-03,100.0,,600.0,19.0
November Criminals,,2.2,224657,,2018-01-07,90.0,,292.0,22.0
Slumber,,1.8,259442,,2018-04-03,85.0,,170.0,23.0
Cult of Chucky,,1.8,229970,,2017-09-22,91.0,,718.0,88.0
The Hunter's Prayer,,2.1,218230,,2017-11-13,91.0,,364.0,43.0
Una mujer fantástica,3.6,3.7,245149,81048.0,2017-07-12,104.0,20.0,810.0,84.0
A Bad Moms Christmas,2.7,2.3,251257,64737307.0,2017-11-29,104.0,7.0,1018.0,52.0
Acts of Vengeance,,2.5,259322,,2018-02-23,86.0,,274.0,36.0
Thoroughbreds,,2.9,247127,306.0,2018-06-27,93.0,,354.0,30.0
Marshall,,3.9,243766,,2018-03-14,118.0,,329.0,20.0
Bullet Head,,2.1,251242,,2018-06-05,93.0,,314.0,42.0
The Big Sick,,3.6,243948,24539378.0,2017-12-05,120.0,,333.0,18.0
Descendants 2,,3.4,241853,,2017-10-18,111.0,,416.0,19.0
The Forgiven,2.4,3.4,203666,20666.0,2019-01-09,120.0,17.0,318.0,56.0
10x10,,2.0,251534,,2018-11-29,87.0,,447.0,54.0
The Recall,,1.3,249077,,2018-08-22,90.0,,215.0,29.0
Oh Lucy!,2.8,3.5,228405,33311.0,2018-01-31,95.0,21.0,325.0,36.0
Kill Switch,,1.7,255948,,2017-10-26,95.0,,159.0,29.0
Wheelman,,3.1,247442,,2020-12-10,82.0,,347.0,38.0
Sleepless,2.1,2.7,235259,14940116.0,2017-08-09,95.0,7.0,1420.0,116.0
Pitch Perfect 3,2.1,3.2,236998,94993625.0,2017-12-27,96.0,7.0,1586.0,76.0
Summer of '84,,3.2,257534,,2018-12-13,105.0,,592.0,75.0
Kickboxer: Retaliation,,1.7,243187,,2018-04-03,110.0,,178.0,23.0
The Vault,,1.7,196618,,2018-01-03,92.0,,247.0,31.0
You Get Me,,2.2,246790,,2022-10-24,89.0,,457.0,23.0
Chappaquiddick,,2.8,243715,11040943.0,2019-01-23,107.0,,137.0,13.0
Beirut,2.9,3.0,239593,89600.0,2018-05-30,109.0,20.0,740.0,96.0
Newness,,3.2,253131,,2022-10-24,112.0,,344.0,26.0
The Ballad of Lefty Brown,,3.0,250136,,2018-03-14,111.0,,138.0,20.0
Creep 2,,1.9,258606,,2020-04-28,80.0,,224.0,28.0
Home Again,,2.6,247447,25152128.0,2018-06-21,98.0,,348.0,15.0
Girls Trip,,3.0,227413,111565295.0,2017-12-13,122.0,,659.0,69.0
Acts Of Violence,,2.0,255007,,2018-04-24,92.0,,322.0,31.0
Kings,3.0,2.8,247864,75815.0,2018-04-11,87.0,26.0,822.0,77.0
Accident Man,,2.8,251757,,2018-02-11,105.0,,154.0,22.0
Jeepers Creepers 3,,1.5,132427,,2011-01-13,100.0,,162.0,17.0
Clinical,,2.1,244505,,2020-04-10,104.0,,184.0,21.0
Hangman,,2.1,251474,,2018-09-04,98.0,,464.0,55.0
Tulip Fever,,3.1,223050,,2018-01-17,107.0,,341.0,20.0
The Immortal Life of Henrietta Lacks,,3.2,247248,,2017-08-21,93.0,,56.0,8.0
Captain Underpants: The First Epic Movie,2.6,1.7,224944,65747291.0,2017-10-04,89.0,16.0,602.0,68.0
Voice From the Stone,,1.8,194161,,2017-07-26,91.0,,298.0,38.0
Beach Rats,,2.9,252135,,2018-01-25,98.0,,348.0,25.0
Blind,,2.4,242106,,2017-12-15,106.0,,78.0,7.0
24 Hours To Live,1.5,2.1,244941,131528.0,2018-01-17,97.0,4.0,960.0,110.0
Stephanie,,2.3,235124,,2018-07-04,84.0,,211.0,27.0
Gremlin,,1.3,253138,,2017-10-17,90.0,,153.0,26.0
Circus Kane,,1.5,251148,,2018-02-22,,,87.0,17.0
The Monster Project,,1.3,257950,,2018-08-22,95.0,,108.0,19.0
My Little Pony: The Movie,2.7,2.8,232441,15625311.0,2017-10-18,99.0,7.0,194.0,40.0
The Bye Bye Man,,2.1,243061,19990285.0,2017-06-21,97.0,,258.0,32.0
Money,2.8,2.9,136374,25759.0,2017-09-27,90.0,18.0,277.0,48.0
The Only Living Boy In New York,,2.5,197690,,2018-02-12,88.0,,176.0,18.0
Zama,3.8,3.2,221314,10452.0,2018-07-11,115.0,17.0,104.0,21.0
Brigsby Bear,,3.7,252136,,2018-01-14,97.0,,119.0,13.0
Outside In,,3.0,258270,,2022-10-24,109.0,,55.0,11.0
Unicorn Store,,2.7,249375,,2019-04-05,92.0,,449.0,38.0
On Chesil Beach,3.2,2.8,182822,22627.0,2018-08-15,110.0,17.0,275.0,24.0
I Still See You,,2.9,212312,,2019-04-12,99.0,,203.0,26.0
Tangled: Before Ever After,,3.2,253302,,2017-11-22,54.0,,55.0,7.0
Small Crimes,,2.3,254458,,2019-03-21,95.0,,133.0,12.0
Snatched,,1.9,238079,43846996.0,2017-09-06,91.0,,158.0,12.0
Rememory,,2.5,248343,,2020-09-03,111.0,,173.0,21.0
Backstabbing For Beginners,,3.2,242172,,2018-09-10,108.0,,111.0,8.0
Bad Match,,2.3,249188,,2018-07-23,90.0,,260.0,32.0
Singularity,,1.7,259468,,2023-04-01,92.0,,83.0,19.0
Same Kind Of Different As Me,,3.5,173725,,2018-04-03,119.0,,122.0,7.0
Thank You For Your Service,,3.7,221989,7302585.0,2018-03-21,108.0,,42.0,6.0
Come Sunday,,2.3,252451,,2020-04-28,106.0,,70.0,8.0
Ingrid Goes West,,2.4,249259,,2018-03-21,102.0,,266.0,23.0
The Humanity Bureau,,1.7,252140,,2017-12-21,95.0,,143.0,16.0
Brad's Status,,2.4,248876,,2018-03-29,101.0,,139.0,9.0
Rebel In The Rye,,2.5,240649,,2018-06-13,106.0,,69.0,8.0
On Wings Of Eagles,,2.5,238920,,2018-06-21,96.0,,48.0,7.0
Once Upon A Time In Venice,,2.0,238660,,2017-06-28,98.0,,322.0,35.0
The Show,,2.6,254341,,2017-12-01,104.0,,153.0,24.0
Victor Crowley,,1.7,223682,,2018-06-20,82.0,,76.0,20.0
Tour de Pharmacy,,3.6,248954,,2020-07-09,39.0,,84.0,7.0
Ghost House,,1.8,254212,,2019-03-05,89.0,,153.0,22.0
First Kill,,2.1,248947,,2018-09-04,97.0,,482.0,38.0
Tom Of Finland,3.2,3.7,252512,23434.0,2017-07-19,116.0,17.0,309.0,31.0
Army Of One,,2.0,88897,,2017-07-01,93.0,,121.0,15.0
Dragonheart: Battle for the Heartfire,,2.9,255039,,2017-07-25,98.0,,69.0,8.0
Posledniy bogatyr,,2.7,258863,,2016-02-01,100.0,,17.0,6.0
Charming,,2.1,235669,,2018-12-13,85.0,,63.0,5.0
Fist Fight,,2.0,239320,23446175.0,2017-05-30,91.0,,268.0,18.0
How To Be a Latin Lover,,2.8,247225,29309990.0,2017-08-07,115.0,,56.0,8.0
The Incredible Jessica James,,2.8,252440,,2020-12-01,85.0,,96.0,7.0
Altitude,,1.4,254403,,2021-05-09,88.0,,102.0,16.0
Diary Of A Wimpy Kid: The Long Haul,,2.0,249223,17894397.0,2017-12-01,91.0,,105.0,10.0
Unforgettable,,2.1,240568,9150960.0,2017-08-08,100.0,,215.0,16.0
