Titre original,Note presse,Note spectateur,id allocine,Réalisateur,date,duree_minutes,Nombre_de_notes_spectateurs,Nombre_de_critiques_spectateurs,Nombre_de_critiques_presse,mois_sortie_x,annee_sortie_x,titre_normalise,nom_du_realisateur_bis,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,mois_sortie_y,annee_sortie_y,nom_du_realisateur
Poseidon Rex,,1.2,227384,Mark L. Lester,,79.0,51.0,11.0,,,,poseidonrex,markllester,False,/yXiJZwuOCVZORPjjoNcDcySU5dY.jpg,,0.0,"Action, Science Fiction, Horror",,244852.0,tt2690160,en,Poseidon Rex,"Jackson Slate, famous treasure hunter, is out to find the legendary Lost Gold Of Cortez in the open waters off a secluded island in the Caribbean Sea. Using dynamite to blast his way through centuries of silt, new chasms are created reaching miles below the ancient ocean floor. From here, an ancient evil is released, that quickly, savagely, and without warning, destroys Jackson s boat and kills his crew. The sole survivor of the carnage, Jackson teams up with marine biologist, Sarah, to venture back to the site and investigate the horrific events. They extract an egg from the darkest depths of the ocean and take it back to the lab to investigate. But when it hatches, they realise they have awaken a deadly prehistoric monster, the P-Rex, which will stop at nothing until the entire island is destroyed...",5.99,/1Ng6QwrflpHNPcZLxlrnwj0R3b7.jpg,Titan Global Entertainment,United States of America,2014-04-18,0.0,76.0,English,Released,"Half Dinosaur, Half Sea Monster, All Trouble",Poseidon Rex,False,4.1,52.0,4.0,2014.0,Mark L. Lester
Possessing Piper Rose,,2.4,201375,Kevin Fair,2012-01-23,100.0,36.0,7.0,,1.0,2012.0,possessingpiperrose,kevinfair,False,/hcmD1HZFHNqsNAodr1vpqVmAJqx.jpg,,0.0,"Drama, TV Movie, Horror",http://www.mylifetime.com/movies/possessing-piper-rose,78555.0,tt2007430,en,Possessing Piper Rose,"A couple are desperate to adopt a child but, when their dream comes true, strange events begin to happen.",3.161,/p16wEmRuwnR66JSK3BA1MApxZQW.jpg,"RHI Entertainment, Stefanie Epstein Productions, Bauman Entertainment","Canada, United States of America",2011-10-24,0.0,120.0,English,Released,,Possessing Piper Rose,False,5.154,13.0,10.0,2011.0,Kevin Fair
Pottersville,,1.8,259940,Seth Henrikson,2017-12-15,84.0,59.0,8.0,,12.0,2017.0,pottersville,sethhenrikson,False,/y4hDOkRKW6UXQK4G0aAovbVb4d2.jpg,,0.0,Comedy,,413990.0,tt3672120,en,Pottersville,"Maynard, a beloved local businessman is mistaken for the legendary Bigfoot during an inebriated romp through town in a makeshift gorilla costume. The sightings set off an international Bigfoot media spectacle and a windfall of tourism dollars for a simple American town hit by hard times. When Brock Masterson, reality TV’s “Monster Hunter,” arrives to hunt the beast, Maynard agonizes over whether to come clean, destroying the rebirth of his beloved town, or perpetuate the inadvertent hoax.",10.907,/zlQgswQ5GEklrbv8MkohQHyomZu.jpg,"Plot 4 Productions, Big Jack Productions, Wing and a Prayer Pictures, Storyland Pictures, SP Distribution",United States of America,2017-11-10,0.0,85.0,English,Released,It's a magical life,Pottersville,False,4.962,118.0,11.0,2017.0,Seth Henrikson
Predators,2.5,2.4,142987,Nimród Antal,2010-07-14,107.0,7390.0,1270.0,14.0,7.0,2010.0,predators,nimrodantal,False,/zWhEhVvswpKolTp1rmUdK30mMov.jpg,Predator Collection,40000000.0,"Science Fiction, Action, Thriller",https://www.20thcenturystudios.com/movies/predators,34851.0,tt1424381,en,Predators,A group of cold-blooded killers find themselves trapped on an alien planet to be hunted by extraterrestrial Predators.,47.949,/54LZIRznS0Zjn7ZDXrsGVe3HXei.jpg,"Davis Entertainment, 20th Century Fox, Dune Entertainment, Troublemaker Studios",United States of America,2010-07-03,127200000.0,107.0,"English, Español, Pусский",Released,The hunt is on.,Predators,False,6.248,3807.0,7.0,2010.0,Nimród Antal
Premium Rush,3.0,3.2,185050,David Koepp,2012-09-05,91.0,3058.0,412.0,9.0,9.0,2012.0,premiumrush,davidkoepp,False,/jcSioUrxXTw5OeO0e4Crbnsi9xN.jpg,,35000000.0,"Crime, Action, Thriller",http://www.premiumrush.com/,49526.0,tt1547234,en,Premium Rush,"In Manhattan, a bike messenger picks up an envelope that attracts the interest of a dirty cop, who pursues the cyclist throughout the city.",21.482,/gHnGhJmE0LByOd4RS2mOASmUqQu.jpg,"Pariah, Columbia Pictures",United States of America,2012-08-24,31083599.0,91.0,"普通话, English",Released,Ride Like Hell,Premium Rush,False,6.319,1977.0,8.0,2012.0,David Koepp
Preservation,,1.7,236254,Christopher Denham,,88.0,144.0,23.0,,,,preservation,christopherdenham,False,/yZHzTJDP9gWDNfcXNiogxgL7rzn.jpg,,0.0,"Thriller, Horror",,265019.0,tt3138558,en,Preservation,"Three family members head deep into the woods for a hunting trip that doubles as a distraction from their troubles at home. When all of their gear is stolen, they turn on each other, but soon realize there are much more treacherous forces at work.",9.414,/ppoOXtJZBPXq9Qf2v9pxaa8UeQg.jpg,Present Pictures,United States of America,2014-08-22,0.0,90.0,English,Released,Man is the only animal that kills for fun,Preservation,False,4.9,172.0,8.0,2014.0,Christopher Denham
Prey,,2.2,248212,Franck Khalfoun,,85.0,12.0,5.0,,,,prey,franckkhalfoun,False,/7JXZ00wDddHT5dQvIyj0rqCrfda.jpg,,0.0,"Horror, Thriller, Adventure",,401410.0,tt5699928,en,Prey,"After being put on a supposedly uninhabited island as a form of behavioral rehabilitation, a high school senior finds that he's not alone on the island, and that getting discovered could be deadly.",11.83,/13Wsjb9tnvwSZP6kllLxphiWZWh.jpg,"Hyde Park Films, Blumhouse Productions, Image Nation, Tremendum Pictures",United States of America,2019-07-18,0.0,85.0,English,Released,Don't close your eyes.,Prey,False,4.734,64.0,7.0,2019.0,Franck Khalfoun
Pride And Prejudice And Zombies,,2.5,176551,Burr Steers,2017-03-17,108.0,799.0,60.0,,3.0,2017.0,prideandprejudiceandzombies,burrsteers,False,/oT9oOVLsXr1iWr1dtgQ2AqYqUoM.jpg,,28000000.0,"Romance, Horror, Comedy, Thriller",https://www.facebook.com/PPZMovie,58431.0,tt1374989,en,Pride and Prejudice and Zombies,"A zombie outbreak has fallen upon the land in this reimagining of Jane Austen's classic tale of the tangled relationships between lovers from different social classes in 19th century England. Feisty heroine Elizabeth Bennet is a master of martial arts and weaponry and the handsome Mr. Darcy is a fierce zombie killer, yet the epitome of upper class prejudice. As the zombie outbreak intensifies, they must swallow their pride and join forces on the blood-soaked battlefield in order to conquer the undead once and for all.",30.603,/jsJlOhVHiz1xXr36616EI8tJ4b2.jpg,"Handsomecharlie Films, Cross Creek Pictures, Panorama Media, QC Entertainment, MadRiver Pictures, Allison Shearmur Productions, Head Gear Films, PPZ Holdings, Sierra/Affinity","United Kingdom, United States of America",2016-02-04,16457494.0,108.0,English,Released,Bloody lovely.,Pride and Prejudice and Zombies,False,6.149,2053.0,2.0,2016.0,Burr Steers
Primal,,2.1,258864,Nick Powell,2020-05-31,97.0,185.0,21.0,,5.0,2020.0,primal,nickpowell,False,/A3DD0R6vZ5SwD0qGKaU7HL5KVat.jpg,,9000000.0,"Action, Adventure, Thriller",,500916.0,tt7394816,en,Primal,"A big-game hunter for zoos books passage on a Greek shipping freighter with a fresh haul of exotic and deadly animals from the Amazon, including a rare white Jaguar – along with a political assassin being extradited to the U.S in secret. Two days into the journey, the assassin escapes and releases the captive animals, throwing the ship into chaos.",21.897,/v0Air5GTsfgtjsnZyji2lH6r2b8.jpg,"Daniel Grodnik Productions, Wonderfilm Media, Imprint Entertainment, Artem Entertainment, Pimienta, Lionsgate",United States of America,2019-12-27,146863.0,97.0,English,Released,The ultimate hunter vs the ultimate predator,Primal,False,5.608,320.0,12.0,2019.0,Nick Powell
Prince Avalanche,3.5,3.1,216513,David Gordon Green,2013-10-30,94.0,404.0,51.0,17.0,10.0,2013.0,princeavalanche,davidgordongreen,False,/5vNn4LReE0p5AFDVpspYU2ZY8HV.jpg,,725000.0,"Comedy, Drama",http://www.magpictures.com/princeavalanche/,113148.0,tt2195548,en,Prince Avalanche,Two highway road workers spend the summer of 1988 away from their city lives. The isolated landscape becomes a place of misadventure as the men find themselves at odds with each other and the women they left behind.,6.979,/nQpSyYxDCtBZ1v4Kc8GFEiEcfpe.jpg,"Muskat Filmed Properties, Dogfish Pictures, Rough House Pictures, Dreambridge Films, Lankn Partners, The Bear Media, To Get to the Other Side Productions",United States of America,2013-02-13,0.0,94.0,"English, Deutsch",Released,,Prince Avalanche,False,6.1,270.0,2.0,2013.0,David Gordon Green
Prince of Persia: The Sands of Time,2.6,3.1,126678,Mike Newell,2010-05-26,126.0,26771.0,2133.0,22.0,5.0,2010.0,princeofpersiathesandsoftime,mikenewell,False,/dnOrJdHW697UvKvtX4lYVasomBu.jpg,,200000000.0,"Adventure, Fantasy, Action",https://movies.disney.com/prince-of-persia-the-sands-of-time,9543.0,tt0473075,en,Prince of Persia: The Sands of Time,"A rogue prince reluctantly joins forces with a mysterious princess and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time – gift from the gods that can reverse time and allow its possessor to rule the world.",35.107,/siNGMLdOUNYLEGtlsnmQcpO2XZX.jpg,"Walt Disney Pictures, Jerry Bruckheimer Films",United States of America,2010-05-19,336365676.0,116.0,English,Released,Defy the Future,Prince of Persia: The Sands of Time,False,6.267,6420.0,5.0,2010.0,Mike Newell
Prisoners,3.8,4.3,180887,Denis Villeneuve,2013-10-09,153.0,34305.0,2050.0,20.0,10.0,2013.0,prisoners,denisvilleneuve,False,/wMdEGM03bttXmZWChQRnhKne9Et.jpg,,46000000.0,"Drama, Thriller, Crime",https://warnerbros.com/movies/prisoners,146233.0,tt1392214,en,Prisoners,"Keller Dover faces a parent's worst nightmare when his 6-year-old daughter, Anna, and her friend go missing. The only lead is an old motorhome that had been parked on their street. The head of the investigation, Detective Loki, arrests the driver, but a lack of evidence forces Loki to release his only suspect. Dover, knowing that his daughter's life is at stake, decides that he has no choice but to take matters into his own hands.",58.863,/jsS3a3ep2KyBVmmiwaz3LvK49b1.jpg,"Alcon Entertainment, 8:38 Productions, Madhouse Entertainment",United States of America,2013-09-19,122126687.0,153.0,English,Released,Every moment matters.,Prisoners,False,8.095,10937.0,9.0,2013.0,Denis Villeneuve
Prisoners Of The Sun,,1.7,225782,Roger Christian,2021-08-08,88.0,86.0,16.0,,8.0,2021.0,prisonersofthesun,rogerchristian,False,/5E11a3n4ccCnqXWAAbup33FMptk.jpg,,18000000.0,"Mystery, Action, Adventure, Horror",,241958.0,tt0496375,en,Prisoners of the Sun,"A multinational expedition discovers a lost city beneath a pyramid, where they must stop the reawakened gods of ancient Egypt from initiating the apocalypse",5.597,/rdiiY0KpjSIaOvt9UwoDvdI7K67.jpg,"ME Completion, Cinemakers","United States of America, Germany",2013-12-20,0.0,88.0,English,Released,"An ancient pyramid. A present threat. A mystery unchained after 5,000 years",Prisoners of the Sun,False,3.9,55.0,12.0,2013.0,Roger Christian
Private Life,,3.0,253701,Tamara Jenkins,2020-04-28,127.0,101.0,10.0,,4.0,2020.0,privatelife,tamarajenkins,False,/onla4mvIdCD6luYTAMcLHizBAop.jpg,,0.0,"Drama, Comedy",,458342.0,tt5536610,en,Private Life,"Richard and Rachel, a couple in the throes of infertility, try to maintain their marriage as they descend deeper and deeper into the insular world of assisted reproduction and domestic adoption.",10.571,/ljym9jQlw1HypwZxlfsjuWcjQV8.jpg,Likely Story,United States of America,2018-10-05,0.0,123.0,English,Released,,Private Life,False,6.9,341.0,10.0,2018.0,Tamara Jenkins
Private Romeo,,2.4,198161,Alan Brown,2012-10-10,98.0,28.0,7.0,,10.0,2012.0,privateromeo,alanbrown,False,/iX6cSSep0AjR6lu41uoZl6EcQs9.jpg,,0.0,"Drama, Romance",http://www.privateromeothemovie.com/,103516.0,tt1500512,en,Private Romeo,"When eight male cadets are left behind at an isolated military high school, the greatest romantic drama ever written seeps out of the classroom and permeates their lives.",5.189,/yZYeGBxVSSkRMGf174KMRVpFMqK.jpg,Wolfe Releasing,United States of America,2011-06-20,0.0,97.0,English,Released,Love goes toward love as schoolboys from their books,Private Romeo,False,5.8,55.0,6.0,2011.0,Alan Brown
Project Almanac,2.0,3.2,213772,Dean Israelite,2015-02-25,107.0,3201.0,234.0,11.0,2.0,2015.0,projectalmanac,deanisraelite,False,/eyJk5LTMLIeAN2kVsP0yXrPZJfl.jpg,,12000000.0,"Science Fiction, Thriller, Drama",http://www.projectalmanac.com/,227719.0,tt2436386,en,Project Almanac,"A group of teens discover secret plans of a time machine, and construct one. However, things start to get out of control.",67.607,/r59tzuqi6AoxRKdPHzg3ZBke7aA.jpg,"Insurge Pictures, Paramount, MTV Films, Platinum Dunes",United States of America,2015-01-28,33213241.0,106.0,English,Released,Today is better the second time around,Project Almanac,False,6.744,2440.0,1.0,2015.0,Dean Israelite
Project X,3.0,3.1,185031,Nima Nourizadeh,2012-03-14,87.0,22869.0,1580.0,13.0,3.0,2012.0,projectx,nimanourizadeh,False,/7bjSK3jQZf7lwEcwsux7Lso5eWi.jpg,,12000000.0,Comedy,https://www.warnerbros.com/movies/project-x,57214.0,tt1636826,en,Project X,"Three high school seniors throw a party to make a name for themselves. As the night progresses, things spiral out of control as word of the party spreads.",80.056,/lUPDGT3lyRrq8SvWuNWG2DP64bR.jpg,"Silver Pictures, Green Hat Films",United States of America,2012-03-01,102731865.0,88.0,English,Released,Witness it,Project X,False,6.851,5954.0,3.0,2012.0,Nima Nourizadeh
Prom,,3.1,185051,Joe Nussbaum,2020-03-24,104.0,164.0,18.0,,3.0,2020.0,prom,joenussbaum,False,/d0ARWHHaLWSh1ykzD3FNNERkVCL.jpg,,8000000.0,"Comedy, Romance",http://disney.go.com/disneypictures/prom/index.html#home,51588.0,tt1604171,en,Prom,"At “Prom,” every couple has a story and no two are exactly alike. As the big dance approaches for Nova Prescott, it’s a battle of wills as she finds herself drawn to the guy who gets in the way of her perfect prom. Fellow seniors Mei and Tyler harbor secrets, while others face all the insecurity and anticipation that surrounds one of high school’s most seminal events.",13.619,/pOYSCjYylOsEPkql3m9gcV1jycR.jpg,"Walt Disney Pictures, Rickshaw Productions",United States of America,2011-04-29,10130000.0,104.0,English,Released,"There are hundreds of nights in high school, but there’s only one prom.",Prom,False,6.1,431.0,4.0,2011.0,Joe Nussbaum
Prometheus,3.4,3.3,141564,Ridley Scott,2012-05-19,123.0,32937.0,3387.0,22.0,5.0,2012.0,prometheus,ridleyscott,False,/hO97RyNjBIMfzfFpUjNhsm4zImh.jpg,Prometheus Collection,130000000.0,"Science Fiction, Adventure, Mystery",https://www.20thcenturystudios.com/movies/prometheus,70981.0,tt1446714,en,Prometheus,"A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race.",57.922,/m7nZCtHJyDLncBUarfM5h5mrppx.jpg,"Dune Entertainment, Scott Free Productions, 20th Century Fox, Brandywine Productions","United Kingdom, United States of America",2012-05-30,403354469.0,124.0,", English",Released,The Search for Our Beginning Could Lead to Our End,Prometheus,False,6.543,11432.0,5.0,2012.0,Ridley Scott
Promised Land,3.3,3.6,193544,Gus Van Sant,2013-04-17,106.0,2813.0,365.0,25.0,4.0,2013.0,promisedland,gusvansant,False,/vFgmqvmFFvqtODZ0eZvvBKYgs2x.jpg,,15000000.0,Drama,,133694.0,tt2091473,en,Promised Land,"A salesman for a natural gas company experiences life-changing events after arriving in a small town, where his corporation wants to tap into the available resources.",14.351,/ziVOzoGfmHD5F90LyeCkBnwuTkP.jpg,"Imagenation Abu Dhabi FZ, Focus Features, Media Farm, Sunday Night, Pearl Street Films, Participant","United Arab Emirates, United States of America",2012-09-23,8138788.0,106.0,English,Released,What's your price?,Promised Land,False,6.286,638.0,9.0,2012.0,Gus Van Sant
Promising Young Woman,3.3,3.7,273120,Emerald Fennell,2021-05-26,108.0,4067.0,263.0,30.0,5.0,2021.0,promisingyoungwoman,emeraldfennell,False,/gESm6yc2MZpSXakgqLF0OlLaRn1.jpg,,0.0,"Thriller, Crime, Drama",https://www.focusfeatures.com/promising-young-woman,582014.0,tt9620292,en,Promising Young Woman,"A young woman, traumatized by a tragic event in her past, seeks out vengeance against those who crossed her path.",48.412,/73QoFJFmUrJfDG2EynFjNc5gJxk.jpg,"LuckyChap Entertainment, FilmNation Entertainment",United States of America,2020-12-13,13868965.0,114.0,English,Released,Revenge never looked so promising.,Promising Young Woman,False,7.451,2876.0,12.0,2020.0,Emerald Fennell
Proud Mary,,2.2,253234,Babak Najafi,2018-04-22,89.0,355.0,25.0,,4.0,2018.0,proudmary,babaknajafi,False,/5uy6IRYlowTeyi1uH35gVcZi1Oy.jpg,,14000000.0,"Thriller, Action, Crime",http://www.proudmary-movie.com,442064.0,tt6421110,en,Proud Mary,"Mary is a hit woman working for an organized crime family in Boston, whose life is completely turned around when she meets a young boy whose path she crosses when a professional hit goes bad.",13.871,/5luceoVMU2FzWuyty7mZFcSY5ZW.jpg,Screen Gems,United States of America,2018-01-12,21753365.0,88.0,English,Released,Killing for the Man every Night and Day,Proud Mary,False,5.463,467.0,1.0,2018.0,Babak Najafi
Prowl,,1.6,185088,Patrik Syversen,2012-02-07,81.0,105.0,35.0,,2.0,2012.0,prowl,patriksyversen,False,/lzb0acMeHsSFXnNHAdk7CSblElI.jpg,,0.0,"Horror, Thriller",,60575.0,tt1559033,en,Prowl,"Amber dreams of escaping her small town existence and persuades her friends to accompany her to find an apartment in the big city. When their transportation breaks down, she and her friends gratefully accept a ride in the back of a semi. But when the driver refuses to stop and they discover the cargo is hundreds of cartons of blood, they panic. Their panic turns to terror when the truck disgorges them into a dark, abandoned warehouse where blood-thirsty creatures learn to hunt human prey, which, the friends realize, is what they now are... Written by Svetlio Svilenov",6.844,/9odMCaQynGfpvclF4PU4sLuzGgs.jpg,"After Dark Films, Dobre Films, Midsummer Films, Vision Entertainment Group","United Kingdom, United States of America, Bulgaria",2010-09-04,0.0,81.0,English,Released,"She was running from her life,now she's running for it.",Prowl,False,4.9,111.0,9.0,2010.0,Patrik Syversen
